order_id,order_purchase_timestamp,payment_sequential,payment_type,payment_installments,payment_value,review_score,customer_unique_id,customer_state,product_category_name
855729ceef5841ce6e1c564027caf14d,2017-02-04 17:54:03,1,credit_card,4,41.42,4,e767f34a12740d2fc014485f4dfe2d5b,PR,housewares
56b50d57e6b735968a48a170b8364893,2017-02-08 16:06:47,1,boleto,1,200.36,1,24a5c2b24a4467c37e2f54c1b311de93,PR,housewares
bc491210c65d22f6572a4370f8e60248,2017-03-12 23:59:42,1,credit_card,1,51.64,1,9dad7ff946b6dbe698c097103546b07f,SP,housewares
21de78ac0578363ecb087f82755e6593,2017-02-12 12:12:51,1,credit_card,2,55.46,5,d249f687644a10a2680fcf334511beb0,MG,housewares
14cd301a36b07ef8fef16986bc807aac,2017-03-10 15:48:11,1,credit_card,3,37.86,4,3ac66f699d7543fead838e24535f9896,SP,housewares
ca65e3c6e57d9268c00fd2a65cbd14d0,2017-06-06 15:53:22,1,credit_card,1,35.17,5,12fbbfc4971d89eb3690e796be384af5,SP,housewares
1313bcad758bb2cb6766488e4448de3f,2017-06-08 13:24:53,1,credit_card,3,41.0,5,501f08db8b5ef0b6944b2c5c518c2304,RJ,housewares
2e180902a7c09965877711c287097421,2017-05-31 12:52:56,1,credit_card,1,123.0,4,a43f7a7d75333b2a45c7570d51dd89dd,RS,housewares
2e180902a7c09965877711c287097421,2017-05-31 12:52:56,1,credit_card,1,123.0,4,a43f7a7d75333b2a45c7570d51dd89dd,RS,housewares
2e180902a7c09965877711c287097421,2017-05-31 12:52:56,1,credit_card,1,123.0,4,a43f7a7d75333b2a45c7570d51dd89dd,RS,housewares
82bce245b1c9148f8d19a55b9ff70644,2017-04-20 17:15:46,1,boleto,1,267.8,1,f9effeed3df9ae063a58c0759b96f8b2,PR,housewares
82bce245b1c9148f8d19a55b9ff70644,2017-04-20 17:15:46,1,boleto,1,267.8,1,f9effeed3df9ae063a58c0759b96f8b2,PR,housewares
82bce245b1c9148f8d19a55b9ff70644,2017-04-20 17:15:46,1,boleto,1,267.8,1,f9effeed3df9ae063a58c0759b96f8b2,PR,housewares
82bce245b1c9148f8d19a55b9ff70644,2017-04-20 17:15:46,1,boleto,1,267.8,1,f9effeed3df9ae063a58c0759b96f8b2,PR,housewares
82bce245b1c9148f8d19a55b9ff70644,2017-04-20 17:15:46,1,boleto,1,267.8,1,f9effeed3df9ae063a58c0759b96f8b2,PR,housewares
6ded11f0a307eed2ae0931fe59f4c599,2017-05-22 15:15:24,1,credit_card,1,54.11,1,285d20e8ee89da04e022456f8201fd45,MG,housewares
d2ce7421730f81ac57551e623ed3522d,2017-04-25 16:48:35,1,credit_card,2,53.11,3,14e45ce4cfe711aa6d32e974517bc76b,SC,housewares
badcf619a4531116e06f0f2f6f711215,2017-05-08 08:53:43,1,boleto,1,131.23,5,1a073bf0423277d82e201d983a86ceb1,SP,housewares
dc8155452b97affece4c5a698beb11f6,2017-06-22 01:20:28,1,credit_card,2,53.63,4,46da36c3df7118852b770394d1ba2be5,SP,housewares
914e3f7135c8d9046278a046552ebb6e,2017-04-11 12:22:13,1,boleto,1,62.59,4,fc2e9d70ce1e9c19422b859224a9abd9,BA,housewares
153ba9c8183c2c6f39e8191d50cf0255,2017-02-28 21:38:21,1,credit_card,4,42.98,5,61fe29e2a95240e5a321e0e7aaccbcdf,SP,housewares
0a20452461e34d59bfd981e9e06fe988,2017-02-28 17:54:36,1,credit_card,4,49.74,4,88dd4a28d3887d6b56afd1fc9cee7bc3,RJ,housewares
60cea07de0865aeead1984c1c97dee57,2017-05-29 15:07:16,1,credit_card,4,98.62,5,180e4e8f85ccc2696dd6de4e0f153d04,SP,housewares
62dd396ac0abf39a27c18f75a5952fca,2017-05-04 09:02:38,1,credit_card,1,98.79,5,9362cbd9f51b9558657af21b896aa6f7,SP,housewares
742d23b61a40b16eec4c1c5998da1c39,2017-05-16 19:29:29,1,credit_card,2,98.62,5,77ff4cbe33c2383a5d02832cbd3a063a,SP,housewares
6c8e518ac12b63752ec2f566bab61b79,2017-03-26 09:05:42,1,credit_card,1,101.19,5,02ae5429a2a0c57554a8d4b7ed04b7e2,SP,housewares
5e5c29987bbb83ed38c9b25a753f978f,2017-05-29 10:01:22,1,credit_card,2,106.69,4,8f8447f07ee76dbba29670a88b650e0e,RJ,housewares
f70e496275be271e81c7b475ae260e97,2017-05-31 20:00:34,1,credit_card,1,101.64,5,9d1ae2a14c567187ee52a25acc85c142,SP,housewares
3445e54ffa2a770d1f93ed19c4bda26d,2017-05-06 17:09:16,1,credit_card,5,136.99,4,f61fea88ce8629d92af21e6a267f4bb3,MG,housewares
8b9c6ff3e8b2603f52a401024523d642,2017-05-08 00:45:17,1,credit_card,10,133.76,3,ae74c314b9c383e5d7bcd99d54ffbc71,SP,housewares
bc8d5236efa331461a16b701994814ff,2017-04-01 18:39:34,1,credit_card,3,88.67,5,6f35643dc84afd55e840106b591fa8eb,PE,housewares
81939d40c8467167b0946455d61ca8a7,2017-04-03 15:58:35,1,credit_card,6,66.67,4,4fa852678965c43d7736979cd1b04d2f,SP,housewares
1c35ac660d7ef6691b25d20df3d6eccb,2017-06-27 23:11:57,1,credit_card,7,74.03,5,2df79c0c80c225d537833abb01a1a8ca,SP,housewares
5e99f3c445038a0709b2aea8e34ed593,2017-06-25 19:30:09,1,credit_card,1,77.03,4,2c613e1daa937ba2dda45140c410f48f,SP,housewares
336f7fe8abc3af0bf30d0cf7204ec20f,2017-06-28 12:39:28,1,credit_card,3,74.03,2,fb819201cf760172ecaca73892bc8603,SP,housewares
8650f273b9279f880588142245c2c398,2017-06-22 11:05:14,1,credit_card,7,77.03,5,0d062c3c954a9f461c2be3e19cb99ae2,SP,housewares
078e048ccc8dc8b449dedc064b860b0f,2017-06-22 19:29:40,1,credit_card,2,74.03,1,4ff376209add6152358ad7ae10a6f6c1,SP,housewares
2033b71596a6d101bc6d429c6a811455,2017-06-23 20:37:03,1,credit_card,1,85.16,4,8efb58212e41c40b208733edaf5b05c5,RJ,housewares
1b27133663a6ff5c26254c7f8f99a4d4,2017-06-20 08:51:27,1,credit_card,1,76.57,5,40c4c308279011b2e5b85c75579f415d,RJ,housewares
8a566c8bc5098ea48be7ea4929c5993a,2017-05-22 17:19:19,1,credit_card,1,71.63,2,721f14c0ce2bfc34f4e4f52c468e4e06,SP,housewares
148f8d19f8fe2f191e43e9289ee17d70,2017-06-19 09:55:06,1,boleto,1,146.68,4,890eb4e200d53d36b2c49f3ba172887a,SP,housewares
148f8d19f8fe2f191e43e9289ee17d70,2017-06-19 09:55:06,1,boleto,1,146.68,4,890eb4e200d53d36b2c49f3ba172887a,SP,housewares
6ededbb85df3190d91b4eaf3d08b4606,2017-06-18 17:10:10,1,boleto,1,71.63,5,aa11788e46cab3999d7e9d5fee8760c6,SP,housewares
982fdef4d624e5de5ab3906bee28fba6,2017-06-23 13:00:47,1,credit_card,3,74.03,5,6eb453dca2505def092eb261e3a3d8d0,SP,housewares
f1b1a53088d15140959d9ed6d98c7107,2017-06-28 17:07:38,1,debit_card,1,85.16,1,19a792d3d544bf534045106b02280725,MS,housewares
8fad1f3654133d30218cd4b6fae827ee,2017-06-18 11:37:07,1,credit_card,2,73.34,4,aa682fe324897a3a7e73bf2591ffc4ba,SP,housewares
2e5780555c99ce4a40180d00185ecaad,2017-06-26 08:48:48,1,credit_card,3,77.03,5,7e29fb107fb24c22fe3e4b4d5544495b,SP,housewares
194d91ef19efa47048d37b91c5efe0e7,2017-06-22 13:37:51,1,boleto,1,154.06,5,cf78d4901c0523539f34aba755d0b7e9,SP,housewares
194d91ef19efa47048d37b91c5efe0e7,2017-06-22 13:37:51,1,boleto,1,154.06,5,cf78d4901c0523539f34aba755d0b7e9,SP,housewares
e91f5d1bdbfb622d2b861447bbd89468,2017-06-23 14:24:26,1,credit_card,2,85.16,3,ce5f6e03dd62498a5d15321c2a89bfc6,RJ,housewares
9282799a57b0de94393be10a4bcf120b,2017-05-30 14:27:05,1,credit_card,1,76.57,5,3e02a2aa8ad7226e10748e8c01448ddd,DF,housewares
4b62f3ef255e276bf8564f8061361886,2017-06-19 10:08:05,1,credit_card,8,125.08,1,1d1ef6c7dc1da586a9f17a4ca49db776,SP,housewares
44069d5290f313c03130f40e31c676ee,2017-05-17 10:26:23,1,credit_card,5,71.63,5,4c089e73f45fc7a2acd1ea73c5df7c6a,SP,housewares
2c927414e22e9898e9e0958b417f7ef5,2017-06-23 17:37:35,1,credit_card,8,81.16,5,b4a5f78a2ced5a6fe02ffec98e1c92dd,RJ,housewares
1b986cc80c09e314d5989c417e4b7ac0,2017-06-20 13:26:51,1,credit_card,3,71.63,5,d2427195a632c34588b0b55256493625,SP,housewares
7eeee20ce93c5e4c8e68984bb116eea0,2017-06-25 13:50:03,1,boleto,1,74.03,5,b174e8b6716f996a6615ca1c5b05cc9a,SP,housewares
1f4d31c92c16cb108f6eec093728b629,2017-06-28 13:03:15,1,credit_card,3,74.03,4,31baf34c26697a6098abb7a123195a31,SP,housewares
bc0c05b935880725008f3ae103e828e1,2017-06-24 19:38:52,1,credit_card,1,74.03,4,ac5b4c28424a0b20080ad8976e6dafd1,SP,housewares
b06afd29b34d9fc7e3b139bd1739a229,2017-06-12 20:20:08,1,credit_card,7,71.63,5,db71c8f1c8eb1a83a349cbb2b4aaf676,SP,housewares
59ac3c3ef46e5a6355dde8dd64a4ca4f,2017-06-26 10:02:05,1,credit_card,2,170.32,3,a8621346428ee8c7650461c5c5beaad6,MG,housewares
59ac3c3ef46e5a6355dde8dd64a4ca4f,2017-06-26 10:02:05,1,credit_card,2,170.32,3,a8621346428ee8c7650461c5c5beaad6,MG,housewares
60d89454741d31c6c07226c6069864dd,2017-06-29 09:43:18,1,credit_card,3,74.03,1,a1e8031f1de34884726a7f690823f1c6,SP,housewares
594ad966cb8b56ec21f4b3c9b7048505,2017-06-27 19:41:50,1,boleto,1,154.06,5,7e0dac37008b4fb0accd202502fc3b8f,SP,housewares
594ad966cb8b56ec21f4b3c9b7048505,2017-06-27 19:41:50,1,boleto,1,154.06,5,7e0dac37008b4fb0accd202502fc3b8f,SP,housewares
b6ffbe0f186440d5aadfeaff7e6ecf0f,2017-06-27 23:32:49,1,credit_card,6,170.32,5,e1eb483ba2db6d6845f4b546e32c646c,MG,housewares
b6ffbe0f186440d5aadfeaff7e6ecf0f,2017-06-27 23:32:49,1,credit_card,6,170.32,5,e1eb483ba2db6d6845f4b546e32c646c,MG,housewares
05dc9045a35ab252a2b71dd4b0dfb63d,2017-06-11 18:53:16,1,credit_card,2,71.63,5,34415df9a4e2f05f76e2e35d7752ae90,SP,housewares
44c2b1100f7c12e1928b475164e80a7f,2017-06-25 20:16:05,1,credit_card,3,148.06,1,06988894a3d1c8f0757e81f24678e6e5,SP,housewares
44c2b1100f7c12e1928b475164e80a7f,2017-06-25 20:16:05,1,credit_card,3,148.06,1,06988894a3d1c8f0757e81f24678e6e5,SP,housewares
d8e8975022bcc29382f3cbeefe7c5731,2017-06-27 20:20:29,1,credit_card,2,85.16,5,07849663dcf359516f0619736716b7c5,MG,housewares
fc9bc4bac939adaa600ad59dee9a106f,2017-05-14 20:22:41,1,voucher,1,71.63,5,6be2c252a809d3549f9287ae6e2fcfbf,SP,housewares
59d56572217f98b40bde09f04f73db88,2017-06-08 17:57:39,1,credit_card,1,77.57,5,d9052d131200e3be8a046238e11a1d84,MG,housewares
a95624561ff5062159952d1631e5b622,2017-06-20 13:13:30,1,credit_card,2,71.63,5,5e67dbfc0b3d1867f536c2961b4692bf,SP,housewares
b593e6a542b313bc34e3cf63905d7722,2017-06-20 21:33:16,1,credit_card,3,74.03,1,ff670905acf82a00cb1d2a4a3019543f,SP,housewares
ac033ca6c43caa50310de844a7868c8e,2017-06-27 14:12:18,1,boleto,1,74.03,5,b312448665a053784d8affae3782595e,SP,housewares
08d8b17740615b3cbe884f58173de3c1,2017-06-28 16:51:19,1,credit_card,3,87.7,3,02a09961a48dc54166f61f00c8fcd7e5,BA,housewares
491a13233c0ef7bc510a3e3703e5c226,2017-06-26 09:56:46,1,boleto,1,81.16,3,a3ae590335a7f09b2bc3deb8e15f5d97,MG,housewares
2eac75a073b158b0cc84863c566300b2,2017-06-21 21:22:07,1,boleto,1,74.03,5,1fb4e98c0aae3e305ae81c7606682c81,SP,housewares
af19ae9d08a78f865e4084b65d274dd5,2017-06-11 12:52:37,1,credit_card,3,77.57,5,c73515a015883160776b8181a133567d,SC,housewares
0410f4cc1616cb8c9d1f03c78a8c9f81,2017-06-22 22:31:14,1,credit_card,4,86.46,4,e7186ccfd4b94f9bec13a341d33b79d3,PE,housewares
70f739039934d54a3b7960fe6252f320,2017-06-24 12:49:13,1,boleto,1,77.03,4,2774150e9936d809c868608c41cf5ba7,SP,housewares
39bffc9b7be332f527a4fcdec744156c,2017-05-10 20:55:51,1,boleto,1,76.57,3,711f2abc1f74c977b64fb9320ff5bc64,PR,housewares
5f0d18fd02d895b6b8d05a96e97d74e7,2017-06-27 11:28:20,1,credit_card,2,74.03,1,f892194755257a342ee246a22aceb957,SP,housewares
55463b6644570a60e7bd7f1c26c3c46d,2017-05-18 18:38:19,1,credit_card,4,77.57,5,5a1a6144e1b36d1233f3d83504ec130c,MG,housewares
9781e29fd25f44bdbbace82bef3dcd8d,2017-06-27 11:07:39,1,credit_card,1,74.03,3,b1c56d60934f1f0ea656c0b475d865cd,SP,housewares
bd69cd564f711eddada0e30038e89558,2017-06-24 20:03:04,1,credit_card,8,175.4,2,209d7897e0f660d10ff4cf99b7aa1dda,BA,housewares
bd69cd564f711eddada0e30038e89558,2017-06-24 20:03:04,1,credit_card,8,175.4,2,209d7897e0f660d10ff4cf99b7aa1dda,BA,housewares
40162ae5bb70d47120362293259bedb9,2017-06-12 20:35:11,1,credit_card,1,77.57,4,8cbe7a34a4ffbd77bf1e3ef1b52f2dcc,MG,housewares
3d9abdc4ac32816e70bf662530c5c652,2017-06-18 11:16:12,1,credit_card,1,73.34,3,5008510088b7b108942cab935e55747d,SP,housewares
7fd341d7df58f6cdce68f57bddbc6286,2017-06-29 10:17:01,1,credit_card,1,77.03,5,b30be1a65c6d6a9e6b1447e05048a520,SP,housewares
7994bcffb9f5d5a702c9fc4f08cca8a9,2017-06-12 09:46:56,1,credit_card,1,71.63,5,ce0b851b80f0deffc0ca0d74f6bb7eb4,SP,housewares
1c487b52a0823daeced375367d5f73de,2017-06-20 15:01:33,1,credit_card,1,162.32,1,e906b389ad2bfb4058e80f63e73b3458,DF,housewares
1c487b52a0823daeced375367d5f73de,2017-06-20 15:01:33,1,credit_card,1,162.32,1,e906b389ad2bfb4058e80f63e73b3458,DF,housewares
f6895b0153f18f01777a2eeed02145a2,2017-05-31 16:23:27,1,credit_card,2,77.57,5,ea0888c0223d89a787c06ecc74633156,RJ,housewares
2d6d5c2b78cb21222438d162676a5bd2,2017-06-17 19:59:59,1,credit_card,2,76.57,5,36cc929a520588f985ba75a0d92238f4,DF,housewares
abe1f28ecc30a29b9c57069511cf1464,2017-06-01 07:29:41,1,credit_card,1,71.63,5,1c4531b533d17f3b316de441268e513c,SP,housewares
7109277b7a33daf4d8ecd24795675ac3,2017-06-28 14:36:37,1,credit_card,2,85.16,5,94f14dd9f48daed11d3f8225afdea368,SC,housewares
a25eea9aec239850371fc90ff02f45a7,2017-06-28 11:08:40,1,credit_card,2,74.03,1,6a7703ab38254386fe574a7e13ca5bf5,SP,housewares
7b0991b804c1f59ff08aed876cd41c5b,2017-05-17 14:14:31,1,credit_card,2,71.63,1,bb4a329975df85aa69684e124f0b48b1,SP,housewares
2a5f568195087f0d7b94d9c98d203fad,2017-06-28 11:41:15,1,credit_card,1,81.16,1,837d83ca2369bcbd52df29f395e9cd45,RJ,housewares
f4cf82130999a9a2f355fbe489c9f548,2017-06-23 12:24:14,1,credit_card,3,74.03,5,7446cc3ba8fc5a1945175219514be4d6,SP,housewares
ceed776cef69730e986a45c5051fad62,2017-05-04 20:45:30,1,credit_card,1,77.06,4,de821059d96fe9cd40fa185083d065fc,MG,housewares
771ee386b001f06208a7419e4fc1bbd7,2017-06-23 13:11:27,1,credit_card,1,81.16,5,9a3526eee723accd014ec683afe5bf20,MG,housewares
fceb38f42fbf13b53a6253648c8d47cf,2017-05-21 08:02:01,1,credit_card,2,77.57,1,ac0dbedf05a8aba4b1e0228ebcbb3338,MG,housewares
5ef3a01aff74727ebbcf7175c68f51d4,2017-05-19 20:46:52,1,credit_card,3,77.57,5,fb4f6ee2ee6ca62de0a0cbd319cde779,RJ,housewares
a7392ea1b39e7c7f9928e1f12d3a4d90,2017-06-06 19:54:28,1,credit_card,5,77.57,4,a96c07930248536ba6d1d66f68916d2f,RJ,housewares
0171835bbc71bcfacc26e9f59d56b62c,2017-06-24 10:52:28,1,credit_card,2,81.16,5,62fe3c4ffefb1c3462cb546598df78f8,RJ,housewares
524ce46da48efa23b92e2efe62168f87,2017-06-14 07:11:20,1,credit_card,4,88.72,3,887dd8e4d0dbf831071853d2b8ff5085,PE,housewares
a9c323b00a97a60deb81c33473090eff,2017-05-08 06:06:35,1,credit_card,3,77.57,5,3dd5414bc73454eb11a19605fe54dbbf,SC,housewares
7fbae6a6c7e8dc9e1ba716644c416dd9,2017-06-27 15:59:39,1,boleto,1,74.03,5,11009613bcdb201007d97df9090a9b7e,SP,housewares
1d640f23dd5922c443a96b7caf168229,2017-06-24 17:48:01,1,credit_card,3,74.03,4,ef842dbc1d074b0cb9da91b005abb8e3,SP,housewares
abab6e4d0ebbe62f0469fc4800cd6e0d,2017-06-28 15:04:13,1,credit_card,1,74.03,3,b02f8e74daf99820685dab542cbde741,SP,housewares
1c7c193f372924a8ac49d0c9b7ea1cc5,2017-06-27 15:25:53,1,credit_card,4,81.16,5,226d6a108a5708a953f3ecb068a3d67c,GO,housewares
47d346b7368958cb0bd17880b2af14e9,2017-05-10 22:45:16,1,credit_card,7,76.57,1,279ebb89974a93cfde9466d115f24ae5,RJ,housewares
a83773e7d7b0e1f26e479bd883cf744a,2017-06-19 14:05:47,1,credit_card,5,143.26,5,ba877bd20f4fc0198b9627ec48ed01a8,SP,housewares
a83773e7d7b0e1f26e479bd883cf744a,2017-06-19 14:05:47,1,credit_card,5,143.26,5,ba877bd20f4fc0198b9627ec48ed01a8,SP,housewares
89775d04d56b85e2ce0007d65a3cd7e7,2017-06-29 13:36:55,1,credit_card,2,74.03,5,a9ee8c86be5345e14f0bef96bf06c5b0,SP,housewares
3e93ed8410f3fa2cd639ec11c30de523,2017-06-23 20:47:06,1,boleto,1,74.03,5,8ae01caf95fcba159cdde44fb44596cb,SP,housewares
48d9d778ca005971949d2ccad7e99d70,2017-05-01 14:48:33,1,credit_card,3,72.9,5,015557c9912277312b9073947804a7ba,SP,housewares
d455a8b19923a717a1d1cfb67604e8c6,2017-04-18 23:11:46,1,credit_card,1,56.86,5,1033c72c41b1e8f0ed67a793ea8d8501,SP,housewares
0b8dbb26699a171be239666299d2174f,2017-03-09 20:48:23,1,credit_card,5,68.7,4,d5fb0f227f7202204c85fef4ade73a62,BA,housewares
693baf16595f02138e24e30ba2f1925e,2017-05-17 19:14:22,1,boleto,1,39.75,4,9aef79c3325221159248a8dd338948be,SP,housewares
a0726e4fe3c5c989d0f89d5432c905b1,2017-02-21 15:32:27,1,credit_card,1,58.86,2,035fe666eaf44eb44ec1967c30710ddb,SP,housewares
013e9c654a339d80b53513da3c1ea437,2017-06-18 13:48:48,1,credit_card,1,123.01,1,05a3b50193563913613acada5c86b1d2,SP,housewares
8307cd7e144f9c61c639d115ee673bd3,2017-05-24 16:10:03,1,credit_card,2,126.43,5,ee1de1dba037c50bad366d22fd5f3f7d,RJ,housewares
4e6c0babb00ec8391d7ceda5773064c6,2017-06-01 10:55:34,1,credit_card,4,123.01,4,94a6a8ead5c42ee8c5e111f8e4aa5b78,SP,housewares
994401fd01721847793a72da7050c935,2017-04-09 20:45:27,1,credit_card,6,62.74,5,1fb7b0753c39a28935ec5db93fffdd42,PE,housewares
49123f75e5d9507cec9455b2ed989913,2017-03-31 08:48:59,1,credit_card,6,67.16,5,ed31f1abb1f62d32ba7e02f6aae16ed9,RJ,housewares
ed7cabc96de8c36774b894e98aa73dc2,2017-03-12 09:38:04,1,credit_card,1,23.42,5,0abee71cd257861a0944e2a81cea4a50,RJ,housewares
